relative_position,link,id,name,price,in_stock,page_position,category,change
4,https://www.pokemoncenter.com/en-gb/product/716-97023/pokemon-scarlet-and-pokemon-violet-dual-pack-steel-book-edition,716-97023,Pokémon Scarlet & Pokémon Violet Dual Pack SteelBook® Edition,£99.99,NO,1-4,video-game, Difference: NO used to be YES.  
1,https://www.pokemoncenter.com/en-gb/product/716-97900/nintendo-switch-oled-model-pokemon-scarlet-and-violet-edition,716-97900,Nintendo Switch™ – OLED Model Pokémon™ Scarlet & Violet Edition,£319.99,NO,1-1,video-game, Difference: NO used to be YES.  
241,https://www.pokemoncenter.com/en-gb/product/741-04930/gengar-big-face-relaxed-fit-crew-neck-t-shirt-adult,741-04930,Gengar Big Face Relaxed Fit Crew Neck T-Shirt - Adult,£19.99,YES,3-61,new-releases, missing! might have been delisted
373,https://www.pokemoncenter.com/en-gb/product/741-09226/pokemon-mood-collection-pikachu-annoyed-fitted-crew-neck-t-shirt-adult,741-09226,Pokémon Mood Collection: Pikachu Annoyed Fitted Crew Neck T-Shirt - Adult,£24.99,YES,5-13,clothing, missing! might have been delisted
252,https://www.pokemoncenter.com/en-gb/product/741-95165/pokemon-center-craft-pikachu-gengar-and-gardevoir-ankle-socks-3-pairs-women,741-95165,Pokémon Center × Craft: Pikachu%2C Gengar & Gardevoir Ankle Socks (3 Pairs) (Women),£16.99,YES,3-72,clothing, missing! might have been delisted
173,https://www.pokemoncenter.com/en-gb/product/741-95173/mew-pokemon-take-flight-purple-heavyweight-pullover-hoodie-adult,741-95173,Mew Pokémon Take Flight Purple Heavyweight Pullover Hoodie - Adult,£39.99,NO,2-83,clothing, Difference: NO used to be YES.  
162,https://www.pokemoncenter.com/en-gb/product/741-95766/vulpix-and-alolan-vulpix-snowflake-knit-sweater-adult,741-95766,Vulpix & Alolan Vulpix Snowflake Knit Sweater - Adult,£39.99,NO,2-72,new-releases, Difference: NO used to be YES.  
154,https://www.pokemoncenter.com/en-gb/product/741-95774/psyduck-holiday-touch-screen-gloves-one-size-adult,741-95774,Psyduck Holiday Touch Screen Gloves (One Size-Adult),£9.99,NO,2-64,new-releases, New? couldn't find match
153,https://www.pokemoncenter.com/en-gb/product/741-95775/psyduck-holiday-knit-scarf-one-size-adult,741-95775,Psyduck Holiday Knit Scarf (One Size-Adult),£19.99,NO,2-63,new-releases, New? couldn't find match
25,https://www.pokemoncenter.com/en-gb/product/741-95776/psyduck-holiday-knit-beanie-one-size-adult,741-95776,Psyduck Holiday Knit Beanie (One Size-Adult),£14.99,YES,1-25,new-releases, New? couldn't find match
125,https://www.pokemoncenter.com/en-gb/product/741-95799/wooloo-meadow-fleece-socks-one-size-adult,741-95799,Wooloo Meadow Fleece Socks (One Size-Adult),£9.99,NO,2-35,clothing, Difference: NO used to be YES.  
69,https://www.pokemoncenter.com/en-gb/product/741-95801/electric-friendship-no-show-socks-3-pairs-one-size-adult,741-95801,Electric Friendship No-Show Socks (3 Pairs) (One Size-Adult),£12.99,YES,1-69,new-releases, New? couldn't find match
3,https://www.pokemoncenter.com/en-gb/product/741-96052/pikachu-and-yamper-electric-pals-black-sleep-pants-men,741-96052,New! Pikachu & Yamper Electric Pals Black Sleep Pants - Men,£24.99,YES,1-3,new-releases, New? couldn't find match
1,https://www.pokemoncenter.com/en-gb/product/741-96058/pikachu-and-yamper-electric-pals-black-sleep-pants-women,741-96058,New! Pikachu & Yamper Electric Pals Black Sleep Pants - Women,£24.99,YES,1-1,new-releases, New? couldn't find match
5,https://www.pokemoncenter.com/en-gb/product/741-96066/pikachu-and-yamper-electric-pals-black-sleep-shorts-women,741-96066,New! Pikachu & Yamper Electric Pals Black Sleep Shorts - Women,£16.99,YES,1-5,clothing, New? couldn't find match
1,https://www.pokemoncenter.com/en-gb/product/741-96072/pikachu-and-yamper-electric-pals-black-crew-neck-sweatshirt-women,741-96072,New! Pikachu & Yamper Electric Pals Black Crew Neck Sweatshirt - Women,£39.99,YES,1-1,clothing, New? couldn't find match
6,https://www.pokemoncenter.com/en-gb/product/741-96078/pikachu-and-yamper-electric-pals-black-relaxed-fit-crew-neck-t-shirt-men,741-96078,New! Pikachu & Yamper Electric Pals Black Relaxed Fit Crew Neck T-Shirt - Men,£19.99,YES,1-6,clothing, New? couldn't find match
5,https://www.pokemoncenter.com/en-gb/product/741-96084/pikachu-and-yamper-electric-pals-black-relaxed-fit-scoop-neck-t-shirt-women,741-96084,New! Pikachu & Yamper Electric Pals Black Relaxed Fit Scoop Neck T-Shirt - Women,£19.99,YES,1-5,new-releases, New? couldn't find match
4,https://www.pokemoncenter.com/en-gb/product/741-96096/pikachu-and-yamper-electric-pals-black-relaxed-fit-scoop-neck-tank-top-women,741-96096,New! Pikachu & Yamper Electric Pals Black Relaxed Fit Scoop Neck Tank Top - Women,£16.99,YES,1-4,clothing, New? couldn't find match
13,https://www.pokemoncenter.com/en-gb/product/741-96227/pokemon-winter-wonders-green-stocking,741-96227,Pokémon Winter Wonders Green Stocking,£19.99,YES,1-13,new-releases, New? couldn't find match
1,https://www.pokemoncenter.com/en-gb/product/741-96228/pokemon-winter-wonders-red-stocking,741-96228,Pokémon Winter Wonders Red Stocking,£19.99,YES,1-1,home, New? couldn't find match
34,https://www.pokemoncenter.com/en-gb/product/741-96291/puma-pokemon-squirtle-suede-classic-blue-training-shoes-adult,741-96291,PUMA × Pokémon: Squirtle Suede Classic Blue Training Shoes - Adult,£79.99,YES,1-34,clothing, Difference: YES used to be NO.  
33,https://www.pokemoncenter.com/en-gb/product/741-96401/puma-pokemon-pikachu-rs-x-yellow-training-shoes-youth,741-96401,PUMA × Pokémon: Pikachu RS-X Yellow Training Shoes - Youth,£69.99,NO,1-33,clothing, Difference: NO used to be YES.  
28,https://www.pokemoncenter.com/en-gb/product/741-96782/quaxly-black-and-blue-crew-socks-one-size-adult,741-96782,Quaxly Black & Blue Crew Socks (One Size-Adult),£9.99,YES,1-28,clothing, Difference: Quaxly Black & Blue Crew Socks (One Size-Adult) used to be New! Quaxly Black & Blue Crew Socks (One Size-Adult).  
20,https://www.pokemoncenter.com/en-gb/product/741-96783/fuecoco-black-and-red-crew-socks-one-size-adult,741-96783,Fuecoco Black & Red Crew Socks (One Size-Adult),£9.99,YES,1-20,clothing, Difference: Fuecoco Black & Red Crew Socks (One Size-Adult) used to be New! Fuecoco Black & Red Crew Socks (One Size-Adult).  
88,https://www.pokemoncenter.com/en-gb/product/741-96784/sprigatito-black-and-green-crew-socks-one-size-adult,741-96784,Sprigatito Black & Green Crew Socks (One Size-Adult),£9.99,YES,1-88,new-releases, Difference: Sprigatito Black & Green Crew Socks (One Size-Adult) used to be New! Sprigatito Black & Green Crew Socks (One Size-Adult).  
89,https://www.pokemoncenter.com/en-gb/product/741-96948/sprigatito-fuecoco-and-quaxly-black-fitted-pullover-hoodie-adult,741-96948,Sprigatito%2C Fuecoco & Quaxly Black Fitted Pullover Hoodie - Adult,£39.99,YES,1-89,new-releases, Difference: Sprigatito%2C Fuecoco & Quaxly Black Fitted Pullover Hoodie - Adult used to be New! Sprigatito%2C Fuecoco & Quaxly Black Fitted Pullover Hoodie - Adult.  
93,https://www.pokemoncenter.com/en-gb/product/741-96954/sprigatito-fuecoco-and-quaxly-black-relaxed-fit-crew-neck-t-shirt-youth,741-96954,Sprigatito%2C Fuecoco & Quaxly Black Relaxed Fit Crew Neck T-Shirt - Youth,£12.99,YES,2-3,new-releases, Difference: Sprigatito%2C Fuecoco & Quaxly Black Relaxed Fit Crew Neck T-Shirt - Youth used to be New! Sprigatito%2C Fuecoco & Quaxly Black Relaxed Fit Crew Neck T-Shirt - Youth.  
90,https://www.pokemoncenter.com/en-gb/product/741-96959/quaxly-cobalt-crew-neck-t-shirt-youth,741-96959,Quaxly Cobalt Crew Neck T-Shirt - Youth,£12.99,YES,1-90,new-releases, Difference: Quaxly Cobalt Crew Neck T-Shirt - Youth used to be New! Quaxly Cobalt Crew Neck T-Shirt - Youth.  
22,https://www.pokemoncenter.com/en-gb/product/741-96964/fuecoco-red-relaxed-fit-crew-neck-t-shirt-youth,741-96964,Fuecoco Red Relaxed Fit Crew Neck T-Shirt - Youth,£12.99,NO,1-22,clothing, Difference: Fuecoco Red Relaxed Fit Crew Neck T-Shirt - Youth used to be New! Fuecoco Red Relaxed Fit Crew Neck T-Shirt - Youth. NO used to be YES.  
92,https://www.pokemoncenter.com/en-gb/product/741-96969/sprigatito-apple-relaxed-fit-crew-neck-t-shirt-youth,741-96969,Sprigatito Apple Relaxed Fit Crew Neck T-Shirt - Youth,£12.99,YES,2-2,new-releases, Difference: Sprigatito Apple Relaxed Fit Crew Neck T-Shirt - Youth used to be New! Sprigatito Apple Relaxed Fit Crew Neck T-Shirt - Youth.  
84,https://www.pokemoncenter.com/en-gb/product/741-96974/sprigatito-fuecoco-and-quaxly-black-relaxed-fit-crew-neck-t-shirt-adult,741-96974,Sprigatito%2C Fuecoco & Quaxly Black Relaxed Fit Crew Neck T-Shirt - Adult,£24.99,YES,1-84,new-releases, Difference: Sprigatito%2C Fuecoco & Quaxly Black Relaxed Fit Crew Neck T-Shirt - Adult used to be New! Sprigatito%2C Fuecoco & Quaxly Black Relaxed Fit Crew Neck T-Shirt - Adult.  
82,https://www.pokemoncenter.com/en-gb/product/741-96982/quaxly-royal-relaxed-fit-crew-neck-t-shirt-adult,741-96982,Quaxly Royal Relaxed Fit Crew Neck T-Shirt - Adult,£24.99,YES,1-82,new-releases, Difference: Quaxly Royal Relaxed Fit Crew Neck T-Shirt - Adult used to be New! Quaxly Royal Relaxed Fit Crew Neck T-Shirt - Adult.  
83,https://www.pokemoncenter.com/en-gb/product/741-96990/fuecoco-garnet-relaxed-fit-crew-neck-t-shirt-adult,741-96990,Fuecoco Garnet Relaxed Fit Crew Neck T-Shirt - Adult,£24.99,YES,1-83,new-releases, Difference: Fuecoco Garnet Relaxed Fit Crew Neck T-Shirt - Adult used to be New! Fuecoco Garnet Relaxed Fit Crew Neck T-Shirt - Adult.  
23,https://www.pokemoncenter.com/en-gb/product/741-96998/sprigatito-forest-relaxed-fit-crew-neck-t-shirt-adult,741-96998,Sprigatito Forest Relaxed Fit Crew Neck T-Shirt - Adult,£24.99,YES,1-23,clothing, Difference: Sprigatito Forest Relaxed Fit Crew Neck T-Shirt - Adult used to be New! Sprigatito Forest Relaxed Fit Crew Neck T-Shirt - Adult.  
