relative_position,link,id,name,price,in_stock,page_position,category,change
209,https://www.pokemoncenter.com/product/710-08368/kyogre-groudon-and-rayquaza-pokemon-pins-3-pack,710-08368,Kyogre%2C Groudon & Rayquaza Pokémon Pins (3-Pack),$18.99,NO,3-29,figures-and-pins, missing! might have been delisted
212,https://www.pokemoncenter.com/product/710-08369/lugia-and-ho-oh-pokemon-pins-2-pack,710-08369,Lugia & Ho-Oh Pokémon Pins (2-Pack),$12.99,NO,3-32,figures-and-pins, missing! might have been delisted
245,https://www.pokemoncenter.com/product/710-08372/raikou-entei-and-suicune-pokemon-pins-3-pack,710-08372,Raikou%2C Entei & Suicune Pokémon Pins (3-Pack),$18.99,NO,3-65,figures-and-pins, missing! might have been delisted
219,https://www.pokemoncenter.com/product/710-08373/mewtwo-and-mew-pokemon-pins-2-pack,710-08373,Mewtwo & Mew Pokémon Pins (2-Pack),$12.99,NO,3-39,figures-and-pins, missing! might have been delisted
80,https://www.pokemoncenter.com/product/710-08459/aerodactyl-pokemon-pixel-pin,710-08459,Aerodactyl Pokémon Pixel Pin,$7.99,NO,1-80,figures-and-pins, Difference: NO used to be YES.  
240,https://www.pokemoncenter.com/product/710-08513/pikachu-and-raichu-pokemon-pixel-pins-2-pack,710-08513,Pikachu & Raichu Pokémon Pixel Pins (2-Pack),$12.99,NO,3-60,figures-and-pins, Difference: NO used to be YES.  
117,https://www.pokemoncenter.com/product/710-08532/squirtle-wartortle-and-blastoise-evolution-pokemon-pin,710-08532,Squirtle%2C Wartortle & Blastoise Evolution Pokémon Pin,$9.99,NO,2-27,figures-and-pins, Difference: NO used to be YES.  
196,https://www.pokemoncenter.com/product/710-08551/litten-torracat-and-incineroar-evolution-pokemon-pin,710-08551,Litten%2C Torracat & Incineroar Evolution Pokémon Pin,$9.99,NO,3-16,figures-and-pins, Difference: NO used to be YES.  
233,https://www.pokemoncenter.com/product/710-08646/charizard-pokemon-greatest-hits-lanyard-and-badge-holder,710-08646,Charizard Pokémon Greatest Hits Lanyard & Badge Holder,$12.99,NO,3-53,figures-and-pins, Difference: NO used to be YES.  
232,https://www.pokemoncenter.com/product/710-08648/tyranitar-pokemon-greatest-hits-lanyard-and-badge-holder,710-08648,Tyranitar Pokémon Greatest Hits Lanyard & Badge Holder,$12.99,NO,3-52,figures-and-pins, Difference: NO used to be YES.  
402,https://www.pokemoncenter.com/product/710-08892/team-rocket-pokemon-pin,710-08892,Team Rocket Pokémon Pin,$7.99,NO,5-42,figures-and-pins, Difference: NO used to be YES.  
131,https://www.pokemoncenter.com/product/710-09585/pokemon-winter-wonders-bamboo-wood-cutting-board,710-09585,Pokémon Winter Wonders Bamboo Wood Cutting Board,$29.99,NO,2-41,home, Difference: NO used to be YES.  
279,https://www.pokemoncenter.com/product/710-09927/pokemon-center-vic-lee-pokemon-scary-stories-shoulder-bag-by-loungefly,710-09927,Pokémon Center × Vic Lee: Pokémon Scary Stories Shoulder Bag by Loungefly,$69.99,YES,4-9,new-releases, missing! might have been delisted
290,https://www.pokemoncenter.com/product/710-09928/pokemon-center-vic-lee-pokemon-scary-stories-clutch-by-loungefly,710-09928,Pokémon Center × Vic Lee: Pokémon Scary Stories Clutch by Loungefly,$69.99,YES,4-20,new-releases, missing! might have been delisted
26,https://www.pokemoncenter.com/product/710-29974/pyukumuku-pincurchin-and-snom-pokemon-pins-3-pack,710-29974,Pyukumuku%2C Pincurchin & Snom Pokémon Pins (3-Pack),$18.99,NO,1-26,figures-and-pins, Difference: NO used to be YES.  
24,https://www.pokemoncenter.com/product/710-29983/snorlax-snack-and-nap-pokemon-spinning-scenes-pin,710-29983,Snorlax Snack & Nap Pokémon Spinning Scenes Pin,$12.99,NO,1-24,figures-and-pins, Difference: NO used to be YES.  
11,https://www.pokemoncenter.com/product/710-29986/charizard-flying-high-pokemon-spinning-scenes-pin,710-29986,Charizard Flying High Pokémon Spinning Scenes Pin,$12.99,NO,1-11,new-releases, New? couldn't find match
168,https://www.pokemoncenter.com/product/710-95263/together-for-the-holidays-ornaments-8-pack,710-95263,Together for the Holidays Ornaments (8-Pack),$39.99,NO,2-78,new-releases, Difference: NO used to be YES.  
39,https://www.pokemoncenter.com/product/710-95266/together-for-the-holidays-greeting-cards-12-pack,710-95266,Together for the Holidays Greeting Cards (12-Pack),$19.99,NO,1-39,home, Difference: NO used to be YES.  
144,https://www.pokemoncenter.com/product/710-95269/umbreon-together-for-the-holidays-ornament,710-95269,Umbreon Together for the Holidays Ornament,$16.99,NO,2-54,new-releases, Difference: NO used to be YES.  
85,https://www.pokemoncenter.com/product/710-95328/pokemon-tcg-pikachu-comic-style-playmat,710-95328,Pokémon TCG: Pikachu Comic-Style Playmat,$24.99,NO,1-85,trading-card-game, Difference: NO used to be YES.  
249,https://www.pokemoncenter.com/product/710-95813/pokemon-center-fossil-squirtle-blue-leather-steven-card-case,710-95813,Pokémon Center × Fossil: Squirtle Blue Leather Steven Card Case,$49.99,YES,3-69,new-releases, missing! might have been delisted
244,https://www.pokemoncenter.com/product/710-95814/pokemon-center-fossil-bulbasaur-green-leather-steven-card-case,710-95814,Pokémon Center × Fossil: Bulbasaur Green Leather Steven Card Case,$49.99,YES,3-64,new-releases, missing! might have been delisted
250,https://www.pokemoncenter.com/product/710-95815/pokemon-center-fossil-charmander-orange-leather-steven-card-case,710-95815,Pokémon Center × Fossil: Charmander Orange Leather Steven Card Case,$49.99,YES,3-70,new-releases, missing! might have been delisted
249,https://www.pokemoncenter.com/product/710-95816/pokemon-center-fossil-pikachu-yellow-leather-steven-card-case,710-95816,Pokémon Center × Fossil: Pikachu Yellow Leather Steven Card Case,$49.99,YES,3-69,new-releases, missing! might have been delisted
241,https://www.pokemoncenter.com/product/710-95817/pokemon-center-fossil-bulbasaur-green-watch-one-size-adult,710-95817,Pokémon Center × Fossil: Bulbasaur Green Watch (One Size-Adult),$149.99,YES,3-61,new-releases, missing! might have been delisted
239,https://www.pokemoncenter.com/product/710-95818/pokemon-center-fossil-charmander-orange-watch-one-size-adult,710-95818,Pokémon Center × Fossil: Charmander Orange Watch (One Size-Adult),$149.99,YES,3-59,new-releases, missing! might have been delisted
240,https://www.pokemoncenter.com/product/710-95819/pokemon-center-fossil-squirtle-blue-watch-one-size-adult,710-95819,Pokémon Center × Fossil: Squirtle Blue Watch (One Size-Adult),$149.99,YES,3-60,new-releases, missing! might have been delisted
251,https://www.pokemoncenter.com/product/710-95820/pokemon-center-fossil-kanto-first-partners-black-leather-bronson-card-case,710-95820,Pokémon Center × Fossil: Kanto First Partners Black Leather Bronson Card Case,$49.99,YES,3-71,new-releases, missing! might have been delisted
244,https://www.pokemoncenter.com/product/710-95821/pokemon-center-fossil-kanto-first-partners-black-leather-bronson-wallet,710-95821,Pokémon Center × Fossil: Kanto First Partners Black Leather Bronson Wallet,$99.99,YES,3-64,new-releases, missing! might have been delisted
253,https://www.pokemoncenter.com/product/710-95822/pokemon-center-fossil-pikachu-black-leather-coin-pouch,710-95822,Pokémon Center × Fossil: Pikachu Black Leather Coin Pouch,$69.99,YES,3-73,new-releases, missing! might have been delisted
245,https://www.pokemoncenter.com/product/710-95823/pokemon-center-fossil-kanto-first-partners-black-leather-logan-wallet,710-95823,Pokémon Center × Fossil: Kanto First Partners Black Leather Logan Wallet,$169.99,YES,3-65,new-releases, missing! might have been delisted
243,https://www.pokemoncenter.com/product/710-95825/pokemon-center-fossil-kanto-first-partners-black-leather-parker-convertible-small-backpack,710-95825,Pokémon Center × Fossil: Kanto First Partners Black Leather Parker Convertible Small Backpack,$299.99,YES,3-63,new-releases, missing! might have been delisted
243,https://www.pokemoncenter.com/product/710-95830/pokemon-center-fossil-kanto-first-partners-rose-gold-stainless-steel-watch-box-set-one-size-women,710-95830,Pokémon Center × Fossil: Kanto First Partners Rose Gold Stainless Steel Watch Box Set (One Size-Women),$299.99,YES,3-63,new-releases, missing! might have been delisted
255,https://www.pokemoncenter.com/product/710-95831/pokemon-center-fossil-gengar-black-stainless-steel-watch-box-set-one-size-men,710-95831,Pokémon Center × Fossil: Gengar Black Stainless Steel Watch Box Set (One Size-Men),$299.99,NO,3-75,new-releases, missing! might have been delisted
251,https://www.pokemoncenter.com/product/710-95832/pokemon-center-fossil-kanto-first-partners-stainless-steel-watch-box-set-one-size-men,710-95832,Pokémon Center × Fossil: Kanto First Partners Stainless Steel Watch Box Set (One Size-Men),$299.99,NO,3-71,new-releases, missing! might have been delisted
214,https://www.pokemoncenter.com/product/710-95859/pokemon-jewelry-charms-pumpkaboo-sterling-silver-dangle-charm,710-95859,Pokémon Jewelry - Charms: Pumpkaboo Sterling Silver Dangle Charm,$54.99,YES,3-34,new-releases, missing! might have been delisted
215,https://www.pokemoncenter.com/product/710-95860/pokemon-jewelry-charms-mimikyu-sterling-silver-dangle-charm,710-95860,Pokémon Jewelry - Charms: Mimikyu Sterling Silver Dangle Charm,$54.99,YES,3-35,new-releases, missing! might have been delisted
216,https://www.pokemoncenter.com/product/710-95861/pokemon-jewelry-charms-gengar-sterling-silver-dangle-charm,710-95861,Pokémon Jewelry - Charms: Gengar Sterling Silver Dangle Charm,$54.99,YES,3-36,new-releases, missing! might have been delisted
202,https://www.pokemoncenter.com/product/710-96038/pokemon-tcg-pokemon-go-blue-hat-one-size-adult,710-96038,Pokémon TCG: Pokémon GO Blue Hat (One Size-Adult),$24.99,YES,3-22,new-releases, missing! might have been delisted
22,https://www.pokemoncenter.com/product/710-96040/pokemon-pixel-pin-collector-shoulder-bag,710-96040,Pokémon Pixel Pin Collector Shoulder Bag,$64.99,YES,1-22,new-releases, New? couldn't find match
25,https://www.pokemoncenter.com/product/710-96041/pokemon-pixel-pin-collector-clutch,710-96041,Pokémon Pixel Pin Collector Clutch,$34.99,YES,1-25,new-releases, New? couldn't find match
20,https://www.pokemoncenter.com/product/710-96042/pokemon-pixel-pin-collector-backpack,710-96042,Pokémon Pixel Pin Collector Backpack,$79.99,YES,1-20,new-releases, New? couldn't find match
27,https://www.pokemoncenter.com/product/710-96043/pokemon-pixel-pin-collector-waist-bag,710-96043,Pokémon Pixel Pin Collector Waist Bag,$59.99,YES,1-27,new-releases, New? couldn't find match
28,https://www.pokemoncenter.com/product/710-96044/pokemon-pixel-pin-collector-sling-bag,710-96044,Pokémon Pixel Pin Collector Sling Bag,$49.99,YES,1-28,new-releases, New? couldn't find match
21,https://www.pokemoncenter.com/product/710-96045/pokemon-pixel-pin-collector-mini-backpack,710-96045,Pokémon Pixel Pin Collector Mini Backpack,$64.99,YES,1-21,new-releases, New? couldn't find match
2,https://www.pokemoncenter.com/product/710-96102/pikachu-and-yamper-electric-pals-pokemon-pins-and-greeting-card,710-96102,New! Pikachu & Yamper Electric Pals Pokémon Pins & Greeting Card,$14.99,YES,1-2,figures-and-pins, New? couldn't find match
1,https://www.pokemoncenter.com/product/710-96103/pikachu-and-yamper-electric-pals-pokemon-pin-box-set-3-pack,710-96103,New! Pikachu & Yamper Electric Pals Pokémon Pin Box Set (3-Pack),$49.99,YES,1-1,figures-and-pins, New? couldn't find match
232,https://www.pokemoncenter.com/product/710-96134/pokemon-center-rock-love-emolga-sterling-silver-pendant-necklace,710-96134,Pokémon Center × RockLove: Emolga Sterling Silver Pendant Necklace,$129.99,YES,3-52,new-releases, missing! might have been delisted
234,https://www.pokemoncenter.com/product/710-96135/pokemon-center-rock-love-shaymin-sterling-silver-pendant-necklace,710-96135,Pokémon Center × RockLove: Shaymin Sterling Silver Pendant Necklace,$129.99,YES,3-54,new-releases, missing! might have been delisted
234,https://www.pokemoncenter.com/product/710-96136/pokemon-center-rock-love-milotic-silver-cuff-bracelet-adult-s,710-96136,Pokémon Center × RockLove: Milotic Silver Cuff Bracelet - Adult S,$114.99,YES,3-54,new-releases, missing! might have been delisted
90,https://www.pokemoncenter.com/product/710-96234/puma-pokemon-venusaur-charizard-and-blastoise-purple-charcoal-backpack-one-size-youth,710-96234,PUMA × Pokémon: Venusaur%2C Charizard & Blastoise Purple Charcoal Backpack (One Size-Youth),$37.49,NO,1-90,new-releases, Difference: NO used to be YES.  
85,https://www.pokemoncenter.com/product/710-96235/puma-pokemon-pikachu-puma-black-and-pale-lemon-backpack-one-size-youth,710-96235,PUMA × Pokémon: Pikachu Puma Black & Pale Lemon Backpack (One Size-Youth),$37.49,NO,1-85,new-releases, Difference: NO used to be YES.  
233,https://www.pokemoncenter.com/product/710-96379/pokemon-center-rock-love-milotic-silver-cuff-bracelet-adult-l,710-96379,Pokémon Center × RockLove: Milotic Silver Cuff Bracelet - Adult L,$114.99,YES,3-53,new-releases, missing! might have been delisted
97,https://www.pokemoncenter.com/product/710-96502/puma-pokemon-pikachu-puma-black-and-pale-lemon-messenger-bag,710-96502,PUMA × Pokémon: Pikachu Puma Black & Pale Lemon Messenger Bag,$54.99,NO,2-7,new-releases, Difference: NO used to be YES.  
32,https://www.pokemoncenter.com/product/710-96508/eevee-pokemon-holiday-and-home-ornament,710-96508,Eevee Pokémon Holiday & Home Ornament,$14.99,YES,1-32,home, New? couldn't find match
36,https://www.pokemoncenter.com/product/710-97067/sprigatito-fuecoco-and-quaxly-lanyard-and-mini-pokemon-pins-3-pack,710-97067,Sprigatito%2C Fuecoco & Quaxly Lanyard & Mini Pokémon Pins (3-Pack),$34.99,YES,1-36,new-releases, Difference: Sprigatito%2C Fuecoco & Quaxly Lanyard & Mini Pokémon Pins (3-Pack) used to be New! Sprigatito%2C Fuecoco & Quaxly Lanyard & Mini Pokémon Pins (3-Pack).  
6,https://www.pokemoncenter.com/product/710-97068/sprigatito-fuecoco-and-quaxly-pokemon-pins-3-pack,710-97068,Sprigatito%2C Fuecoco & Quaxly Pokémon Pins (3-Pack),$18.99,NO,1-6,figures-and-pins, Difference: Sprigatito%2C Fuecoco & Quaxly Pokémon Pins (3-Pack) used to be New! Sprigatito%2C Fuecoco & Quaxly Pokémon Pins (3-Pack). NO used to be YES.  
5,https://www.pokemoncenter.com/product/710-97352/pokemon-center-bear-walker-blastoise-skateboard,710-97352,Pokémon Center × Bear Walker: Blastoise Skateboard,$249.99,YES,1-5,home, Difference: Pokémon Center × Bear Walker: Blastoise Skateboard used to be New! Pokémon Center × Bear Walker: Blastoise Skateboard.  
30,https://www.pokemoncenter.com/product/710-97353/pokemon-center-bear-walker-venusaur-skateboard,710-97353,Pokémon Center × Bear Walker: Venusaur Skateboard,$249.99,YES,1-30,new-releases, Difference: Pokémon Center × Bear Walker: Venusaur Skateboard used to be New! Pokémon Center × Bear Walker: Venusaur Skateboard.  
89,https://www.pokemoncenter.com/product/710-97354/pokemon-center-bear-walker-charizard-skateboard,710-97354,Pokémon Center × Bear Walker: Charizard Skateboard,$249.99,NO,1-89,new-releases, Difference: Pokémon Center × Bear Walker: Charizard Skateboard used to be New! Pokémon Center × Bear Walker: Charizard Skateboard. NO used to be YES.  
12,https://www.pokemoncenter.com/product/710-97710/pokemon-my-super-awesome-pokemon-journey-notebook,710-97710,Pokémon: My Super Awesome Pokémon Journey Notebook,$17.99,YES,1-12,new-releases, New? couldn't find match
4,https://www.pokemoncenter.com/product/710-98754/pokemon-primers-box-set-collection-volume-2,710-98754,Pokémon Primers: Box Set Collection Volume 2,$49.99,YES,1-4,home, New? couldn't find match
17,https://www.pokemoncenter.com/product/716-59397/pokemon-let-s-go-eevee-for-nintendo-switch,716-59397,Pokémon: Let's Go%2C Eevee! for Nintendo Switch,$59.99,NO,1-17,video-game, Difference: NO used to be YES.  
214,https://www.pokemoncenter.com/product/741-02032/pikachu-silhouette-sync-fitted-polo-shirt-men,741-02032,Pikachu Silhouette Sync Fitted Polo Shirt - Men,$39.99,YES,3-34,clothing, missing! might have been delisted
208,https://www.pokemoncenter.com/product/741-02063/growlithe-hip-pop-parade-relaxed-fit-crew-neck-t-shirt-youth-and-adult,741-02063,Growlithe Hip Pop Parade Relaxed Fit Crew Neck T-Shirt - Youth & Adult,$14.99,NO,3-28,clothing, missing! might have been delisted
207,https://www.pokemoncenter.com/product/741-02075/piplup-hip-pop-parade-relaxed-fit-crew-neck-t-shirt-youth-and-adult,741-02075,Piplup Hip Pop Parade Relaxed Fit Crew Neck T-Shirt - Youth & Adult,$14.99,NO,3-27,clothing, missing! might have been delisted
215,https://www.pokemoncenter.com/product/741-02088/latios-and-latias-eon-edge-relaxed-fit-hoodie,741-02088,Latios & Latias Eon Edge Relaxed Fit Hoodie,$69.99,NO,3-35,clothing, missing! might have been delisted
216,https://www.pokemoncenter.com/product/741-02102/latias-and-latios-eon-edge-relaxed-fit-crew-neck-t-shirt-adult,741-02102,Latias & Latios Eon Edge Relaxed Fit Crew Neck T-Shirt - Adult,$24.99,NO,3-36,clothing, missing! might have been delisted
217,https://www.pokemoncenter.com/product/741-02119/original-pixels-fitted-crew-neck-t-shirt-men,741-02119,Original Pixels Fitted Crew Neck T-Shirt - Men,$29.99,NO,3-37,clothing, missing! might have been delisted
212,https://www.pokemoncenter.com/product/741-02125/eevee-roll-call-relaxed-fit-hoodie,741-02125,Eevee Roll Call Relaxed Fit Hoodie,$69.99,NO,3-32,clothing, missing! might have been delisted
197,https://www.pokemoncenter.com/product/741-02188/mew-mythical-mania-relaxed-fit-crew-neck-t-shirt-youth-and-adult,741-02188,Mew Mythical Mania Relaxed Fit Crew Neck T-Shirt - Youth & Adult,$14.99,NO,3-17,clothing, missing! might have been delisted
205,https://www.pokemoncenter.com/product/741-02229/cubone-151-cut-crew-neck-t-shirt-adult,741-02229,Cubone 151 Cut Crew Neck T-Shirt - Adult,$49.99,NO,3-25,clothing, missing! might have been delisted
202,https://www.pokemoncenter.com/product/741-02236/articuno-151-cut-crew-neck-t-shirt-adult,741-02236,Articuno 151 Cut Crew Neck T-Shirt - Adult,$49.99,YES,3-22,clothing, missing! might have been delisted
206,https://www.pokemoncenter.com/product/741-02243/mewtwo-151-cut-crew-neck-t-shirt-adult,741-02243,Mewtwo 151 Cut Crew Neck T-Shirt - Adult,$49.99,NO,3-26,clothing, missing! might have been delisted
204,https://www.pokemoncenter.com/product/741-02250/graveler-151-cut-crew-neck-t-shirt-adult,741-02250,Graveler 151 Cut Crew Neck T-Shirt - Adult,$49.99,YES,3-24,clothing, missing! might have been delisted
198,https://www.pokemoncenter.com/product/741-02257/mew-151-cut-crew-neck-t-shirt-adult,741-02257,Mew 151 Cut Crew Neck T-Shirt - Adult,$49.99,YES,3-18,clothing, missing! might have been delisted
199,https://www.pokemoncenter.com/product/741-02264/lugia-151-cut-crew-neck-t-shirt-adult,741-02264,Lugia 151 Cut Crew Neck T-Shirt - Adult,$49.99,YES,3-19,clothing, missing! might have been delisted
200,https://www.pokemoncenter.com/product/741-02271/ho-oh-151-cut-crew-neck-t-shirt-adult,741-02271,Ho-Oh 151 Cut Crew Neck T-Shirt - Adult,$49.99,YES,3-20,clothing, missing! might have been delisted
203,https://www.pokemoncenter.com/product/741-02278/kakuna-151-cut-crew-neck-t-shirt-adult,741-02278,Kakuna 151 Cut Crew Neck T-Shirt - Adult,$49.99,YES,3-23,clothing, missing! might have been delisted
201,https://www.pokemoncenter.com/product/741-02285/tangela-151-cut-crew-neck-t-shirt-adult,741-02285,Tangela 151 Cut Crew Neck T-Shirt - Adult,$49.99,YES,3-21,clothing, missing! might have been delisted
213,https://www.pokemoncenter.com/product/741-02292/volcanion-charcoal-relaxed-fit-crew-neck-t-shirt-youth-and-adult,741-02292,Volcanion Charcoal Relaxed Fit Crew Neck T-Shirt - Youth & Adult,$14.99,YES,3-33,clothing, missing! might have been delisted
211,https://www.pokemoncenter.com/product/741-02307/magearna-charcoal-relaxed-fit-crew-neck-t-shirt-youth-and-adult,741-02307,Magearna Charcoal Relaxed Fit Crew Neck T-Shirt - Youth & Adult,$14.99,YES,3-31,clothing, missing! might have been delisted
209,https://www.pokemoncenter.com/product/741-02338/rowlet-alola-first-partner-relaxed-fit-crew-neck-t-shirt-adult,741-02338,Rowlet Alola First Partner Relaxed Fit Crew Neck T-Shirt - Adult,$24.99,YES,3-29,clothing, missing! might have been delisted
210,https://www.pokemoncenter.com/product/741-02358/popplio-alola-first-partner-relaxed-fit-crew-neck-t-shirt-adult,741-02358,Popplio Alola First Partner Relaxed Fit Crew Neck T-Shirt - Adult,$24.99,YES,3-30,clothing, missing! might have been delisted
196,https://www.pokemoncenter.com/product/741-02373/lapras-surf-tank-top-adult,741-02373,Lapras Surf Tank Top - Adult,$29.99,NO,3-16,clothing, missing! might have been delisted
195,https://www.pokemoncenter.com/product/741-02408/lapras-surf-fitted-pullover-hoodie-adult,741-02408,Lapras Surf Fitted Pullover Hoodie - Adult,$49.99,NO,3-15,clothing, missing! might have been delisted
194,https://www.pokemoncenter.com/product/741-02545/pikachu-brushwork-fitted-crew-neck-t-shirt-men,741-02545,Pikachu Brushwork Fitted Crew Neck T-Shirt - Men,$29.99,NO,3-14,clothing, missing! might have been delisted
191,https://www.pokemoncenter.com/product/741-02576/alolan-raichu-turquoise-raglan-shirt-adult,741-02576,Alolan Raichu Turquoise Raglan Shirt - Adult,$29.99,NO,3-11,clothing, missing! might have been delisted
192,https://www.pokemoncenter.com/product/741-02583/rotom-mystery-room-relaxed-fit-crew-neck-t-shirt-adult,741-02583,Rotom Mystery Room Relaxed Fit Crew Neck T-Shirt - Adult,$24.99,YES,3-12,clothing, missing! might have been delisted
172,https://www.pokemoncenter.com/product/741-03049/electric-rock-raglan-baseball-shirt-adult,741-03049,Electric Rock Raglan Baseball Shirt - Adult,$29.99,NO,2-82,clothing, missing! might have been delisted
185,https://www.pokemoncenter.com/product/741-03203/snoozing-snorlax-raglan-shirt-adult,741-03203,Snoozing Snorlax Raglan Shirt - Adult,$29.99,NO,3-5,clothing, missing! might have been delisted
190,https://www.pokemoncenter.com/product/741-03223/dragonite-sighting-relaxed-fit-crew-neck-t-shirt-adult,741-03223,Dragonite Sighting Relaxed Fit Crew Neck T-Shirt - Adult,$24.99,NO,3-10,clothing, missing! might have been delisted
189,https://www.pokemoncenter.com/product/741-03230/dragonite-sighting-relaxed-fit-zip-up-hoodie-adult,741-03230,Dragonite Sighting Relaxed Fit Zip-Up Hoodie - Adult,$69.99,NO,3-9,clothing, missing! might have been delisted
187,https://www.pokemoncenter.com/product/741-03253/alola-friends-fitted-pullover-hoodie-adult,741-03253,Alola Friends Fitted Pullover Hoodie - Adult,$49.99,NO,3-7,clothing, missing! might have been delisted
188,https://www.pokemoncenter.com/product/741-03266/alola-friends-relaxed-fit-crew-neck-t-shirt-adult,741-03266,Alola Friends Relaxed Fit Crew Neck T-Shirt - Adult,$24.99,NO,3-8,clothing, missing! might have been delisted
186,https://www.pokemoncenter.com/product/741-03273/growlithe-and-arcanine-black-fitted-pullover-hoodie-adult,741-03273,Growlithe & Arcanine Black Fitted Pullover Hoodie - Adult,$49.99,NO,3-6,clothing, missing! might have been delisted
182,https://www.pokemoncenter.com/product/741-03283/fire-spinner-alolan-marowak-fitted-long-sleeve-t-shirt-adult,741-03283,Fire Spinner Alolan Marowak Fitted Long-Sleeve T-Shirt - Adult,$29.99,NO,3-2,clothing, missing! might have been delisted
183,https://www.pokemoncenter.com/product/741-03312/vulpix-frozen-forest-relaxed-fit-zip-up-hoodie-adult,741-03312,Vulpix Frozen Forest Relaxed Fit Zip-Up Hoodie - Adult,$69.99,NO,3-3,clothing, missing! might have been delisted
184,https://www.pokemoncenter.com/product/741-03326/vulpix-frozen-forest-relaxed-fit-crew-neck-t-shirt-adult,741-03326,Vulpix Frozen Forest Relaxed Fit Crew Neck T-Shirt - Adult,$24.99,NO,3-4,clothing, missing! might have been delisted
181,https://www.pokemoncenter.com/product/741-03335/rockruff-silver-relaxed-fit-crew-neck-t-shirt-adult,741-03335,Rockruff Silver Relaxed Fit Crew Neck T-Shirt - Adult,$24.99,YES,3-1,clothing, missing! might have been delisted
180,https://www.pokemoncenter.com/product/741-03354/first-partner-power-relaxed-fit-crew-neck-t-shirt-adult,741-03354,First Partner Power Relaxed Fit Crew Neck T-Shirt - Adult,$24.99,NO,2-90,clothing, missing! might have been delisted
177,https://www.pokemoncenter.com/product/741-03361/vaporeon-jolteon-and-flareon-triple-threat-relaxed-fit-crew-neck-t-shirt-adult,741-03361,Vaporeon%2C Jolteon & Flareon Triple Threat Relaxed Fit Crew Neck T-Shirt - Adult,$24.99,NO,2-87,clothing, missing! might have been delisted
179,https://www.pokemoncenter.com/product/741-03375/first-partner-power-fitted-zip-up-hoodie-adult,741-03375,First Partner Power Fitted Zip-Up Hoodie - Adult,$49.99,NO,2-89,clothing, missing! might have been delisted
176,https://www.pokemoncenter.com/product/741-03386/litten-s-playhouse-relaxed-fit-crew-neck-t-shirt-adult,741-03386,Litten's Playhouse Relaxed Fit Crew Neck T-Shirt - Adult,$24.99,NO,2-86,clothing, missing! might have been delisted
175,https://www.pokemoncenter.com/product/741-03393/litten-s-playhouse-fitted-zip-up-hoodie-adult,741-03393,Litten's Playhouse Fitted Zip-Up Hoodie - Adult,$49.99,YES,2-85,clothing, missing! might have been delisted
174,https://www.pokemoncenter.com/product/741-03405/tapu-koko-heather-brown-fitted-crew-neck-t-shirt-adult,741-03405,Tapu Koko Heather Brown Fitted Crew Neck T-Shirt - Adult,$29.99,YES,2-84,clothing, missing! might have been delisted
178,https://www.pokemoncenter.com/product/741-03413/marshadow-and-pikachu-fitted-pullover-hoodie-adult,741-03413,Marshadow & Pikachu Fitted Pullover Hoodie - Adult,$49.99,NO,2-88,clothing, missing! might have been delisted
173,https://www.pokemoncenter.com/product/741-03438/pokemon-pop-relaxed-fit-zip-up-hoodie-adult,741-03438,Pokémon Pop Relaxed Fit Zip-Up Hoodie - Adult,$69.99,NO,2-83,clothing, missing! might have been delisted
161,https://www.pokemoncenter.com/product/741-94351/dragonite-pokemon-take-flight-pink-yellow-and-blue-tie-dye-pullover-hoodie-adult,741-94351,Dragonite Pokémon Take Flight Pink%2C Yellow & Blue Tie-Dye Pullover Hoodie - Adult,$49.99,YES,2-71,clothing, Difference: YES used to be NO.  
238,https://www.pokemoncenter.com/product/741-94675/gengar-and-spooky-friends-pokemon-sweet-temptations-hooded-one-piece-pajamas-adult,741-94675,Gengar & Spooky Friends Pokémon Sweet Temptations Hooded One-Piece Pajamas - Adult,$59.99,YES,3-58,new-releases, missing! might have been delisted
239,https://www.pokemoncenter.com/product/741-94682/gengar-pokemon-sweet-temptations-hooded-one-piece-pajamas-adult,741-94682,Gengar Pokémon Sweet Temptations Hooded One-Piece Pajamas - Adult,$59.99,YES,3-59,new-releases, missing! might have been delisted
67,https://www.pokemoncenter.com/product/741-95173/mew-pokemon-take-flight-purple-heavyweight-pullover-hoodie-adult,741-95173,Mew Pokémon Take Flight Purple Heavyweight Pullover Hoodie - Adult,$49.99,NO,1-67,clothing, Difference: NO used to be YES.  
84,https://www.pokemoncenter.com/product/741-95238/morpeko-yellow-and-purple-reversible-beanie-one-size-adult,741-95238,Morpeko Yellow & Purple Reversible Beanie (One Size-Adult),$19.99,NO,1-84,clothing, Difference: NO used to be YES.  
295,https://www.pokemoncenter.com/product/741-95239/wooloo-cable-knit-beanie-one-size-adult,741-95239,Wooloo Cable-Knit Beanie (One Size-Adult),$19.99,YES,4-25,new-releases, missing! might have been delisted
45,https://www.pokemoncenter.com/product/741-95766/vulpix-and-alolan-vulpix-snowflake-knit-sweater-adult,741-95766,Vulpix & Alolan Vulpix Snowflake Knit Sweater - Adult,$49.99,NO,1-45,clothing, Difference: NO used to be YES.  
3,https://www.pokemoncenter.com/product/741-96052/pikachu-and-yamper-electric-pals-black-sleep-pants-men,741-96052,New! Pikachu & Yamper Electric Pals Black Sleep Pants - Men,$29.99,YES,1-3,new-releases, New? couldn't find match
